created_at,text_clean,text_preprocessed,polarity_score,polarity
Thu Jan 23 05:54:39 +0000 2025,melalui program makan bergizi gratis mbg presiden prabowo subianto optimis anakanak muda indonesia akan semakin meningkat kemampuan akademisnya,"['program', 'makan', 'gizi', 'gratis', 'mbg', 'presiden', 'prabowo', 'subianto', 'optimis', 'anakanak', 'muda', 'indonesia', 'tingkat', 'akademis']",2,positive
Thu Jan 23 05:53:59 +0000 2025,dr semua program yg paling kedengeran adl mbg itupun krn ada banyak masalah mentri stafsus juga kerjanya pada gak bener banyak kasus juga bingung deh kepuasan  asalnya dr mana apa cara bikinnya sm kyk kepuasan kinerja pak jokowi,"['program', 'kedengeran', 'adl', 'mbg', 'tri', 'stafsus', 'kerja', 'gak', 'bingung', '', 'puas', 'bikin', 'kayak', 'puas', 'kerja', 'jokowi']",7,positive
Thu Jan 23 05:51:18 +0000 2025,mending mbg itu dihapus presiden minta maaf kalo dikroyok massa dan demo ya terima aja kalo diterusin ky e rungkat iki negoro suwe,"['mending', 'mbg', 'hapus', 'presiden', 'maaf', 'kalo', 'dikroyok', 'massa', 'demo', 'ya', 'terima', 'kalo', 'diterusin', 'ky', 'e', 'rungkat', 'iki', 'negoro', 'suwe']",1,positive
Thu Jan 23 05:51:06 +0000 2025,prabowo menyampaikan sejumlah hal mulai dari penegasan efisiensi anggaran di semua lini target program mbg hingga sanksi bagi korporasi yang melanggar aturan tata ruang,"['prabowo', 'efisiensi', 'anggar', 'lini', 'target', 'program', 'mbg', 'sanksi', 'korporasi', 'langgar', 'atur', 'tata', 'ruang']",5,positive
Thu Jan 23 05:47:47 +0000 2025,nah ini baru mbg ndut mungkin karna di jkt jadi dananya ga kepotong banyak kali ya,"['mbg', 'ndut', 'karna', 'jkt', 'dana', 'gak', 'potong', 'kali', 'ya']",2,positive
Thu Jan 23 05:47:47 +0000 2025,pak yai izin usul mbg di alihkan saja khusus utk daerah terpencil terluar terdepan atau sekolah swasta pedalaman di buat secara bertahap renovasi bangunan sekolahnya,"['yai', 'izin', 'usul', 'mbg', 'alih', 'khusus', 'daerah', 'pencil', 'sekolah', 'swasta', 'tahap', 'renovasi', 'bangun', 'sekolah']",5,positive
Thu Jan 23 05:43:03 +0000 2025,garislucu ah elah mbg taik,"['garislucu', 'ah', 'elah', 'mbg', 'taik']",-5,negative
Thu Jan 23 05:41:42 +0000 2025,intinya cuma orang tolol yang dukung mbg ada jalan yg jauh lebih baik daripada mbg sebagai contoh berikan anggarannya ke tiap sekolah bikin kantin internal sekolah drpd via vendor udah jelas gampang dikorup si botak yg katanya smart ppl itu skrg jadi tolol belain bosnya,"['inti', 'orang', 'tolol', 'dukung', 'mbg', 'jalan', 'mbg', 'contoh', 'anggar', 'sekolah', 'bikin', 'kantin', 'internal', 'sekolah', 'drpd', 'via', 'vendor', 'udah', 'gampang', 'korup', '', 'botak', 'smart', 'ppl', 'skrg', 'tolol', 'bain', 'bos']",-1,negative
Thu Jan 23 05:37:05 +0000 2025,kenapa ibu kantin nya ga di libatkan dalam program mbg,"['kantin', 'nya', 'gak', 'libat', 'program', 'mbg']",-4,negative
Thu Jan 23 05:07:27 +0000 2025,seru banget arc mbg di timline x ini wkwkwk,"['seru', 'banget', 'arc', 'mbg', 'timline', 'x', 'wkwkwk']",4,positive
Thu Jan 23 05:07:18 +0000 2025,aku bocah esde om dikasih mbg,"['bocah', 'esde', 'kasih', 'mbg']",1,positive
Thu Jan 23 05:06:23 +0000 2025,anakkolong  memoryusang ogi   nakula mukti ashem ashem kocak ancen mbg kwkwkw,"['anakkolong', 'memoryusang', 'ogi', 'nakula', 'mukti', 'ashem', 'ashem', 'kocak', 'ancen', 'mbg', 'kwkwkw']",-2,negative
Thu Jan 23 05:05:37 +0000 2025,sangat sederhana sekali ya para artis tiap hari makannya nasi box seharga rb dan sampe buat azka ketagihan mending yg buat mbg ganti cateringnya dengan catering artis yg nasi boxnya dimakan azka tiap hari dgn menu yg sama yg biasa azka makan biar enak iya ga om,"['sederhana', 'ya', 'artis', 'makan', 'nasi', 'box', 'harga', 'rb', 'sampe', 'azka', 'tagih', 'mending', 'mbg', 'ganti', 'cateringnya', 'catering', 'artis', 'nasi', 'boxnya', 'makan', 'azka', 'menu', 'azka', 'makan', 'biar', 'enak', 'iya', 'gak']",8,positive
Thu Jan 23 05:05:36 +0000 2025,dari awal ni proker muncul jg udh gajelass proker asbun eh lu pada malah fikir itu proker bagus la mencegah stunting tau proker yg peluang anggaran nya di korup paling besar ya ini si mbg anjing ini sorry emosii terusss,"['ni', 'proker', 'muncul', 'udah', 'gajelass', 'proker', 'asbun', 'eh', 'fikir', 'proker', 'bagus', 'la', 'cegah', 'stunting', 'proker', 'peluang', 'anggar', 'nya', 'korup', 'ya', '', 'mbg', 'anjing', 'sorry', 'emosi', 'terusss']",-11,negative
Thu Jan 23 05:04:29 +0000 2025,banyak siswa di pacitan yang belum merasakan manfaat dari makan bergizi gratis atau mbg total ada puluhan sekolah,"['siswa', 'pacitan', 'manfaat', 'makan', 'gizi', 'gratis', 'mbg', 'total', 'puluh', 'sekolah']",11,positive
Thu Jan 23 05:02:41 +0000 2025,dpd usul mbg dari zakat ketua baznas kalbar  dalilnya jelas zakat itu untuk fakir miskin,"['dpd', 'usul', 'mbg', 'zakat', 'ketua', 'baznas', 'kalbar', 'dalil', 'zakat', 'fakir', 'miskin']",-14,negative
Thu Jan 23 04:58:33 +0000 2025,dinas pmd kalsel tunggu juknis dana desa digunakan program mbg,"['dinas', 'pmd', 'kalsel', 'tunggu', 'juknis', 'dana', 'desa', 'program', 'mbg']",3,positive
Thu Jan 23 04:57:23 +0000 2025,selama ini gua pikir om deddy tuh intelektualnya tinggi banget kalah sama pemikiran yg dibawah standar yg rata iq warga indo yg hanya  gua pkir dia ga masuk dlm kategori itu ternyata gua salah njiiir gra mbg jawabannya kek bocah yg di tiktok,"['gua', 'pikir', 'deddy', 'intelektual', 'banget', 'kalah', 'pikir', 'standar', 'iq', 'warga', 'indo', 'gua', 'pkir', 'gak', 'masuk', 'kategori', 'gua', 'salah', 'njiiir', 'gra', 'mbg', 'kek', 'bocah', 'tiktok']",-23,negative
Thu Jan 23 04:56:42 +0000 2025,kasian memang para pengusaha kantin teman saya bisa membiayai anaknya sekolah dan kuliah karena terbantu dengan berjualan di kantin sekolah bagus mbg belum dilaksanakan di sekolahnya,"['kasi', 'usaha', 'kantin', 'teman', 'biaya', 'anak', 'sekolah', 'kuliah', 'bantu', 'jual', 'kantin', 'sekolah', 'bagus', 'mbg', 'laksana', 'sekolah']",-8,negative
Thu Jan 23 04:55:32 +0000 2025,mbg bukan tugas prabowo melainkan fufufafa,"['mbg', 'tugas', 'prabowo', 'fufufafa']",-1,negative
Thu Jan 23 04:55:00 +0000 2025,pemerintah tegas menyoroti alokasi anggaran yang potensial dipangkas untuk menyokong program makan bergizi gratis menteri keuangan sri mulyani menyebut akan mencari sumber pos anggaran yang bisa dialihkan untuk program prioritas presiden prabowo,"['perintah', 'sorot', 'alokasi', 'anggar', 'potensial', 'pangkas', 'sokong', 'program', 'makan', 'gizi', 'gratis', 'menteri', 'uang', 'sri', 'mulyani', 'cari', 'sumber', 'pos', 'anggar', 'alih', 'program', 'prioritas', 'presiden', 'prabowo']",9,positive
Thu Jan 23 04:52:21 +0000 2025,pertamina jaga suplai energi dukung pelaksanaan program makan bergizi gratis mbg rabu   wib,"['pertamina', 'jaga', 'suplai', 'energi', 'dukung', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'rabu', 'wib']",5,positive
Thu Jan 23 04:52:19 +0000 2025,kepala badan gizi nasional bgn dadan hindayana menemui ketua umum ketum pengurus besar nadhlatul ulama pbnu kh yahya cholil staquf gus yahya untuk melakukan koordinasi terkait pelaksanaan makan bergizi gratis mbg di pesantrenpesantren nu,"['kepala', 'badan', 'gizi', 'nasional', 'bgn', 'dad', 'hindayana', 'temu', 'ketua', 'tum', 'urus', 'nadhlatul', 'ulama', 'pbnu', 'kh', 'yahya', 'cholil', 'staquf', 'gus', 'yahya', 'koordinasi', 'kait', 'laksana', 'makan', 'gizi', 'gratis', 'mbg', 'pesantrenpesantren', 'nu']",4,positive
Thu Jan 23 04:51:22 +0000 2025,anjayyyy baru tau orang yang jadi ketua unit penyedia mbg itu digembleng di akmil juga,"['anjayyyy', 'orang', 'ketua', 'unit', 'sedia', 'mbg', 'gembleng', 'akmil']",-2,negative
Thu Jan 23 04:51:04 +0000 2025,gak perlu mbg balikin un dan masuk sekolah berdasarkan nem pasti meningkat karena ada kompetisi lah ini belajar gak belajar naik kelas di kasih makan harapannya akademik naik gak nyambung,"['gak', 'mbg', 'balikin', 'un', 'masuk', 'sekolah', 'dasar', 'nem', 'tingkat', 'kompetisi', 'ajar', 'gak', 'ajar', 'kelas', 'kasih', 'makan', 'harap', 'akademik', 'gak', 'nyambung']",-5,negative
Thu Jan 23 04:50:25 +0000 2025,harusnya proyek mbg dikasih ke ibu kantin bukan ribet cari vendor diluar sekolah,"['proyek', 'mbg', 'kasih', 'kantin', 'ribet', 'cari', 'vendor', 'sekolah']",-7,negative
Thu Jan 23 04:48:41 +0000 2025,sebagian besar masyarakat pedesaan menggeluti usaha pertanian peternakan perikanan dan bisa memasok bahan pokok untuk program mbg untuk meningkatkan pertumbuhan ekonomi desa dan kesejahteraan masyarakat,"['masyarakat', 'desa', 'gelut', 'usaha', 'tani', 'terna', 'ikan', 'pasok', 'bahan', 'pokok', 'program', 'mbg', 'tingkat', 'tumbuh', 'ekonomi', 'desa', 'sejahtera', 'masyarakat']",-5,negative
Thu Jan 23 04:48:19 +0000 2025,awalnya ak kira mbg kolaborasi sm kantin sekolah ternyata bikin tim sendiri wkwkwk,"['ak', 'mbg', 'kolaborasi', 'kantin', 'sekolah', 'bikin', 'tim', 'wkwkwk']",-2,negative
Thu Jan 23 04:44:55 +0000 2025,nah ini jadiin mbg aja sekotak  anak dijamin kennyang,"['jadiin', 'mbg', 'kotak', 'anak', 'jamin', 'kennyang']",-8,negative
Thu Jan 23 04:43:43 +0000 2025,duduk perkara livy renata berseteru dengan deddy corbuzier sebelum kritik pedas deddy corbuzier soal menu makan bergizi gratis mbg livy renata memang pernah berseteru dengan ayah dua anak itu pada tahun  lalu deddy sempat mengundang sahabat livy yaitu catheez sama,"['duduk', 'perkara', 'livy', 'renata', 'seteru', 'deddy', 'corbuzier', 'kritik', 'pedas', 'deddy', 'corbuzier', 'menu', 'makan', 'gizi', 'gratis', 'mbg', 'livy', 'renata', 'seteru', 'ayah', 'anak', 'deddy', 'undang', 'sahabat', 'livy', 'catheez']",-19,negative
Thu Jan 23 04:42:39 +0000 2025,pak   berkenaan dgn mbg bgn yaitu tray makan nya pengusaha lokal susah nih pak utk jualan tray nya klo bapak tdk bantu krn barang import masuknya sdh kayak air bah jika mmng bapak support ekonomi lokal mohon bantuannya utk support pabrik lokal berkompetisi,"['mbg', 'bgn', 'tray', 'makan', 'nya', 'usaha', 'lokal', 'susah', 'jual', 'tray', 'nya', 'bantu', 'barang', 'import', 'masuk', 'kayak', 'air', 'bah', 'mmng', 'support', 'ekonomi', 'lokal', 'mohon', 'bantu', 'support', 'pabrik', 'lokal', 'kompetisi']",-7,negative
Thu Jan 23 04:39:47 +0000 2025,yg bener itu mbg beli ke pedagang umkm yg udah lama jualan pake proses tender kecilan atau pake system rolling minggu biar semua kebagian  buat memajukan umkm rakyat kecil  supaya umkm ga kehilangan penghasilanya  sudah teruji kualitasnya karena sudah berpengalaman,"['mbg', 'beli', 'dagang', 'umkm', 'udah', 'jual', 'pake', 'proses', 'tender', 'pake', 'system', 'rolling', 'minggu', 'biar', 'maju', 'umkm', 'rakyat', 'umkm', 'gak', 'hilang', 'penghasilanya', 'uji', 'kualitas', 'alam']",4,positive
Thu Jan 23 04:39:33 +0000 2025,mbg untuk kita adalah wujud nyata komitmen pemerintah untuk meningkatkan kualitas gizi masyarakat secara merata,"['mbg', 'wujud', 'nyata', 'komitmen', 'perintah', 'tingkat', 'kualitas', 'gizi', 'masyarakat']",9,positive
Thu Jan 23 04:38:51 +0000 2025,belum lama ini kritik keras deddy corbuzier soal banyaknya anakanak yang memprotes menu program makan bergizi gratis mbg menghebohkan media sosial deddy menghardik anak yang menyebut bahwa menu ayam yang diterima tidak enak kurang enak kurang enak kelapa lo pea hardik,"['kritik', 'keras', 'deddy', 'corbuzier', 'anakanak', 'protes', 'menu', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'heboh', 'media', 'sosial', 'deddy', 'hardik', 'anak', 'menu', 'ayam', 'terima', 'enak', 'enak', 'enak', 'kelapa', 'pea', 'hardik']",-11,negative
Thu Jan 23 04:18:59 +0000 2025,mbg untuk kita membawa perubahan besar dalam cara kita memperhatikan asupan gizi untuk kesejahteraan bersama,"['mbg', 'bawa', 'ubah', 'perhati', 'asupan', 'gizi', 'sejahtera']",-2,negative
Thu Jan 23 04:16:40 +0000 2025,lebih enak iki timbang mbg,"['enak', 'iki', 'timbang', 'mbg']",1,positive
Thu Jan 23 04:16:08 +0000 2025,makanya program andalan mbg ini ngotot hrs dipertahankan lumayan bisa untuk mainankerjaan wapres ditambah lg klo ada bencana berarti ada tambahan kesibukan itu jauh lbh baik drpd bengong kosong yg penting jangan disuruh mikir pasti seneng,"['program', 'andal', 'mbg', 'ngotot', 'hrs', 'tahan', 'lumayan', 'mainankerjaan', 'wapres', 'bencana', 'sibuk', 'drpd', 'bengong', 'kosong', 'suruh', 'mikir', 'neng']",-9,negative
Thu Jan 23 04:15:38 +0000 2025,dengan mbg untuk kita kita wujudkan masyarakat yang sehat dan cerdas melalui pemberian makanan bergizi gratis,"['mbg', 'wujud', 'masyarakat', 'sehat', 'cerdas', 'makan', 'gizi', 'gratis']",5,positive
Thu Jan 23 04:13:36 +0000 2025,disuruh berhemat tapi ngundang rapat ke jakarta hampir setiap minggu mbg cm utk liatin anak skul mkn dan msk sosmed gimik seremonial ga berkesudahan,"['suruh', 'hemat', 'ngundang', 'rapat', 'jakarta', 'minggu', 'mbg', 'cm', 'liatin', 'anak', 'skul', 'mkn', 'masuk', 'sosmed', 'gimik', 'seremonial', 'gak']",-6,negative
Thu Jan 23 04:12:48 +0000 2025,spd  taun terakhir dah dicut untuk ikn skg kena lagi karna mbg lawak bener,"['spd', 'taun', 'cut', 'ikn', 'kena', 'karna', 'mbg', 'lawak']",-8,negative
Thu Jan 23 04:11:48 +0000 2025,mbg terimakasih pak,"['mbg', 'terimakasih']",5,positive
Thu Jan 23 04:11:43 +0000 2025,gw penasaran kalo ada yang puasa pas mbg ini gimana ya,"['penasaran', 'kalo', 'puasa', 'pas', 'mbg', 'gimana', 'ya']",2,positive
Thu Jan 23 04:11:20 +0000 2025,telur sekarang  di sekitar sini apa nggak nangis peternak ayam terus apa implikasi mbg kedepan dengan telur beras dsb maaf ovt pas di jalan heheheh,"['telur', 'gak', 'nang', 'ternak', 'ayam', 'implikasi', 'mbg', 'telur', 'beras', 'dsb', 'maaf', 'ovt', 'pas', 'jalan', 'heheheh']",-6,negative
Thu Jan 23 04:11:13 +0000 2025,saya jadi mulai terbuka buat wacana penundaan ikn tunda bukan batal supaya alokasi biayanya sebagian bisa buat mbg dan bpjs kes moga sebelum saya meninggal ikn sudah bisa berfungsi secara penuh,"['buka', 'wacana', 'tunda', 'ikn', 'tunda', 'batal', 'alokasi', 'biaya', 'mbg', 'bpjs', 'kes', 'moga', 'tinggal', 'ikn', 'fungsi', 'penuh']",-6,negative
Thu Jan 23 04:07:19 +0000 2025,nah kan gua bilang apa coba kesenjangan sosial dan kesetaraan di ciptakan oleh pemerintahsiapa yg tangguh jawab anak anak yg mendapat cuma  bulan mbg dgn anak di kota mendapat mbg  bulan penuhmakna si ke  pancasila di mana prabowo,"['gua', 'bilang', 'coba', 'senjang', 'sosial', 'tara', 'cipta', 'pemerintahsiapa', 'tangguh', 'anak', 'anak', 'mbg', 'anak', 'kota', 'mbg', 'penuhmakna', '', 'pancasila', 'prabowo']",3,positive
Thu Jan 23 04:05:14 +0000 2025,wamen badan usaha milik negara bumn aminuddin ma ruf meninjau dan membagikan makanan bergizi gratis mbg kepada siswa di sd negeri curug kulon iv tangerang banten total ada  porsi dari sentra pangan dan gizi sppg curug yang disalurkan dalam kunjungan tersebut,"['wamen', 'badan', 'usaha', 'milik', 'negara', 'bumn', 'aminuddin', 'ma', 'ruf', 'tinjau', 'makan', 'gizi', 'gratis', 'mbg', 'siswa', 'sd', 'negeri', 'curug', 'kulon', 'iv', 'tangerang', 'banten', 'total', 'porsi', 'sentra', 'pangan', 'gizi', 'sppg', 'curug', 'salur', 'kunjung']",2,positive
Thu Jan 23 04:04:03 +0000 2025,distan minta serap produk lokal program mbg dikhawatirkan picu inflasi  via com,"['stan', 'serap', 'produk', 'lokal', 'program', 'mbg', 'khawatir', 'picu', 'inflasi', 'via', 'com']",-1,negative
Thu Jan 23 04:03:28 +0000 2025,hati hati masih banyak anak sekolah yg belum dapet mbg awas pak penyakit korupsi menyertai kabupaten malang timur belum tersentuh,"['hati', 'hati', 'anak', 'sekolah', 'dapet', 'mbg', 'awas', 'sakit', 'korupsi', 'kabupaten', 'malang', 'timur', 'sentuh']",-9,negative
Thu Jan 23 04:00:56 +0000 2025,jangankan anakanak tua bangka kalo mau ngatain presiden sebagai jabatan publik juga sahsah aja bukan ranah personal toh yang nggak boleh itu ngatain anak orang pe a cuma karena protes terhadap program mbg sebagai evaluasi bener nggak smart people,"['anakanak', 'tua', 'bangka', 'kalo', 'ngatain', 'presiden', 'jabat', 'publik', 'sahsah', 'ranah', 'personal', 'gak', 'ngatain', 'anak', 'orang', 'pe', 'a', 'protes', 'program', 'mbg', 'evaluasi', 'gak', 'smart', 'people']",-17,negative
Thu Jan 23 03:59:12 +0000 2025,program mbg untuk kita adalah solusi bagi keluarga yang membutuhkan memastikan mereka mendapatkan gizi yang cukup setiap hari,"['program', 'mbg', 'solusi', 'keluarga', 'butuh', 'gizi']",-1,negative
Thu Jan 23 03:59:07 +0000 2025,bos badan gizi beber kelanjutan komitmen jepangchina bantu danai mbg china dapat apa,"['bos', 'badan', 'gizi', 'beber', 'komitmen', 'jepangchina', 'bantu', 'dana', 'mbg', 'china']",4,positive
Thu Jan 23 03:59:00 +0000 2025,mendukbangga wihaji siap kolaborasi dengan bgn siapkan program mbg untuk ibu hamil dan balita,"['mendukbangga', 'wihaji', 'kolaborasi', 'bgn', 'program', 'mbg', 'hamil', 'balita']",-5,negative
Thu Jan 23 03:58:12 +0000 2025,pengalihan isu mbg,"['alih', 'isu', 'mbg']",-1,negative
Thu Jan 23 03:55:55 +0000 2025,tahun  semoga  pcepatan pengentasan kemiskinan di ri menurun signifikan tingkat pengangguran mbg lancar di ri angka stunting berkurang signifikan phapusan zonasi ppdb memacu kemajuan teknologi banyak umkm pertumbuhan ekonomi gt untuk menuju ri maju,"['moga', 'pcepatan', 'entas', 'miskin', 'ri', 'turun', 'signifikan', 'tingkat', 'anggur', 'mbg', 'lancar', 'ri', 'angka', 'stunting', 'signifikan', 'phapusan', 'zonasi', 'ppdb', 'pacu', 'maju', 'teknologi', 'umkm', 'tumbuh', 'ekonomi', 'gitu', 'ri', 'maju']",-7,negative
Thu Jan 23 03:19:15 +0000 2025,kodim serang uji coba mbg siapkan  porsi makanan  ad,"['kodim', 'serang', 'uji', 'coba', 'mbg', 'porsi', 'makan']",2,positive
Thu Jan 23 03:19:07 +0000 2025,tinggal nunggu ni program mangkrak mbg,"['tinggal', 'nunggu', 'ni', 'program', 'mangkrak', 'mbg']",-1,negative
Thu Jan 23 03:17:49 +0000 2025,terkait pemanfaatan dana desa untuk program makan bergizi gratis mbg pemerintah provinsi kalimantan selatan kalsel melalui dinas pemberdayaan masyarakat dan desa pmd kalselz masih menunggu petunjuk teknisnya,"['kait', 'manfaat', 'dana', 'desa', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'perintah', 'provinsi', 'kalimantan', 'selatan', 'kalsel', 'dinas', 'daya', 'masyarakat', 'desa', 'pmd', 'kalselz', 'tunggu', 'teknis']",9,positive
Thu Jan 23 03:16:48 +0000 2025,nasi uduk nasi padang lontong sayur mbg,"['nasi', 'uduk', 'nasi', 'padang', 'lontong', 'sayur', 'mbg']",4,positive
Thu Jan 23 03:16:06 +0000 2025,selamat pagi pak presiden  izin ini loh dijadikan vendor buat mbg,"['selamat', 'pagi', 'presiden', 'izin', 'loh', 'vendor', 'mbg']",2,positive
Thu Jan 23 03:12:55 +0000 2025,makanan yang disediakan dalam program makan bergizi gratis mbg merupakan makanan berkualitas,"['makan', 'sedia', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'makan', 'kualitas']",6,positive
Thu Jan 23 03:12:09 +0000 2025,program makan bergizi gratis mbg dirancang untuk meningkatkan gizi masyarakat,"['program', 'makan', 'gizi', 'gratis', 'mbg', 'rancang', 'tingkat', 'gizi', 'masyarakat']",1,positive
Thu Jan 23 03:11:43 +0000 2025,dikantor temen gue ngeluh akibat mbg anggaran jadi kena potong ya siapa suruh lu masuk golongan  kemarin↕️,"['kantor', 'temen', 'ngeluh', 'akibat', 'mbg', 'anggar', 'kena', 'potong', 'ya', 'suruh', 'masuk', 'golong', 'kemarin']",-9,negative
Thu Jan 23 03:10:15 +0000 2025,kapolres banyuasin didampingi wakapolres beserta pju polres banyuasin melaksanakan zoom meeting makan bergizi gratis  mbg  bersama irwasda dir binmas polda banyuasin,"['kapolres', 'banyuasin', 'damping', 'wakapolres', 'pju', 'polres', 'banyuasin', 'laksana', 'zoom', 'meeting', 'makan', 'gizi', 'gratis', 'mbg', 'irwasda', 'dir', 'binmas', 'polda', 'banyuasin']",1,positive
Thu Jan 23 03:07:23 +0000 2025,emang iya  bisa berantas korupsi kan wowo sendiri korupsi juga  t untuk proyek food estate dan alutsista bekas termasuk korupsi program mbg yang puncaknya  siswa keracunan di sukoharjo bener apa kata fufufafa  jago pidato sampah doang,"['iya', 'berantas', 'korupsi', 'wowo', 'korupsi', 't', 'proyek', 'food', 'estate', 'alutsista', 'bekas', 'korupsi', 'program', 'mbg', 'puncak', 'siswa', 'racun', 'sukoharjo', 'fufufafa', 'jago', 'pidato', 'sampah', 'doang']",-12,negative
Thu Jan 23 03:06:48 +0000 2025,mbg mantap banget presiden  amazing,"['mbg', 'mantap', 'banget', 'presiden', 'amazing']",9,positive
Thu Jan 23 03:02:56 +0000 2025,ada baiknya orang kantin jual lauk aja mbg kan diawasi paling maksimal sampe lebaran habis itu bakal amburadul juga kesempatan buat ngasih pilihan ke anak anak buat nambah lauk dari kantin,"['orang', 'kantin', 'jual', 'lauk', 'mbg', 'awas', 'maksimal', 'sampe', 'lebaran', 'habis', 'amburadul', 'ngasih', 'pilih', 'anak', 'anak', 'nambah', 'lauk', 'kantin']",-9,negative
Thu Jan 23 03:02:51 +0000 2025,rasain di tipu jokowi yang bayar sekarang siapa rasain duit bakal mbg malah tekor,"['rasain', 'tipu', 'jokowi', 'bayar', 'rasain', 'duit', 'mbg', 'tekor']",-8,negative
Thu Jan 23 03:02:06 +0000 2025,met mam biaku semoga kamu gak keracunan mam mbg,"['met', 'mam', 'biaku', 'moga', 'gak', 'racun', 'mam', 'mbg']",-9,negative
Thu Jan 23 03:01:17 +0000 2025,asmara padahal lebih baik buka lapangan kerja yang banyak malah fokus mbg ini jelas mbg yg dpt mong anak² ya mbakmaudy mending ortunya dikasih kerjaan dripada anaknya dikasih makan anak ada yg suka ada yg nggak lha ortunya dpt apa klo misal ada yg gk punya kerjaan ‍‍,"['asmara', 'buka', 'lapang', 'kerja', 'fokus', 'mbg', 'mbg', 'mong', 'anak', 'ya', 'mbakmaudy', 'mending', 'ortunya', 'kasih', 'kerja', 'dripada', 'anak', 'kasih', 'makan', 'anak', 'suka', 'gak', 'lha', 'ortunya', 'gak', 'kerja', '']",15,positive
Thu Jan 23 03:00:03 +0000 2025,wapres gibran dorong kebiasaan makan sehat lewat program mbg,"['wapres', 'gibran', 'dorong', 'makan', 'sehat', 'program', 'mbg']",3,positive
Thu Jan 23 02:55:45 +0000 2025,ri selamat menikmati mbak puan pastikan steril ya mbak jgn sampai ada yang keracunan seperti siswa di program mbg tempo hari,"['ri', 'selamat', 'nikmat', 'mbak', 'puan', 'steril', 'ya', 'mbak', 'racun', 'siswa', 'program', 'mbg', 'tempo']",12,positive
Thu Jan 23 02:55:34 +0000 2025,alamak jokes mbg nyampe thailand wkwkwk,"['alamak', 'jokes', 'mbg', 'nyampe', 'thailand', 'wkwkwk']",3,positive
Thu Jan 23 02:55:06 +0000 2025,mantap banget mbg,"['mantap', 'banget', 'mbg']",6,positive
Thu Jan 23 02:55:02 +0000 2025,dukung program mbg agar anak indonesia sehat,"['dukung', 'program', 'mbg', 'anak', 'indonesia', 'sehat']",7,positive
Thu Jan 23 02:53:41 +0000 2025,mbg yg msk ke dlm tubuh malah tdk ada labelisasi halal ya terbukti ada byk kasus keracunan usai makan mbg tsb bergizi apa beracun,"['mbg', 'masuk', 'tubuh', 'label', 'halal', 'ya', 'bukti', 'byk', 'racun', 'makan', 'mbg', 'tsb', 'gizi', 'racun']",-6,negative
Thu Jan 23 02:53:02 +0000 2025,kalo masalah tol emang kompleks sih ga dibangun ngehidupin warga pantura tapi kalo ga dibangun lebih parah lagi efeknya sebenernya mbg bisa nyerap para tenaga kantin sekolah buat bantu atau masakin gaperlu pake vendor tapi ya namanya pemerintah emang mau mikir,"['kalo', 'tol', 'kompleks', '', 'gak', 'bangun', 'ngehidupin', 'warga', 'pantura', 'kalo', 'gak', 'bangun', 'parah', 'efek', 'sebenernya', 'mbg', 'nyerap', 'tenaga', 'kantin', 'sekolah', 'bantu', 'masakin', 'gaperlu', 'pake', 'vendor', 'ya', 'nama', 'perintah', 'mikir']",2,positive
Thu Jan 23 02:48:46 +0000 2025,sorry juga mbg itu dari pajak rakyat yg dimana duit ortu murid juga ada disitu jd sama aja beli kita protes dengan mbg yg mereka bayar pake uang pajak kita masa dibilang pea,"['sorry', 'mbg', 'pajak', 'rakyat', 'duit', 'ortu', 'murid', 'situ', 'beli', 'protes', 'mbg', 'bayar', 'pake', 'uang', 'pajak', 'bilang', 'pea']",-13,negative
Thu Jan 23 02:45:41 +0000 2025,mbg mantap banget presiden,"['mbg', 'mantap', 'banget', 'presiden']",9,positive
Thu Jan 23 02:44:05 +0000 2025,meningkatkan potensi anak indonesia dengan program makan bergizi gratis,"['tingkat', 'potensi', 'anak', 'indonesia', 'program', 'makan', 'gizi', 'gratis']",4,positive
Thu Jan 23 02:42:27 +0000 2025,steak apa  juta keracunan haccp nya kemana ini  masa dibandingin sama mbg syulit memang kalau jadi pendengung,"['steak', 'juta', 'racun', 'haccp', 'nya', 'dibandingin', 'mbg', 'syulit', 'dengung']",-1,negative
Thu Jan 23 02:40:01 +0000 2025,dipikir pikir program mbg dikasih daging tp dikasih susu sama aja boong jirr ini mindset makanan sehatnya masih  sehat  sempurna,"['pikir', 'pikir', 'program', 'mbg', 'kasih', 'daging', 'kasih', 'susu', 'boong', 'jirr', 'mindset', 'makan', 'sehat', 'sehat', 'sempurna']",-2,negative
Thu Jan 23 02:39:11 +0000 2025,waduh ini konsepnya gimana ya  penerima zakat kan ada syaratnya,"['konsep', 'gimana', 'ya', 'terima', 'zakat', 'syarat']",6,positive
Thu Jan 23 02:36:45 +0000 2025,pasti ada oknum yg merasa tdk senang amp merugi karena proyek nya digagalkan pemerintah begitulah seharusnya presiden dgn tegas dan memikirkan rakyatnya mbg dsb,"['oknum', 'senang', 'amp', 'rugi', 'proyek', 'nya', 'gagal', 'perintah', 'presiden', 'pikir', 'rakyat', 'mbg', 'dsb']",-6,negative
